sep=;
From#;From Name;To# - Circ#;To Name;Area;Owner;Resistance (pu);Reactance (pu);Line Charg. (pu);Normal Rat.(MVA);Overl. Rat.(MVA);Emerg. Rat.(MVA);ShtF On;GSht From (MW);BSht From (Mvar);ShtT On;GSht To (MW);BSht To (Mvar);Brk From;Brk To;Monitored;R0 (pu);X0 (pu);Type;Name
14231;AER-1Y-SP138;4231    # 01;AEROPO-SP138;209;0;0.00000;0.00010;0.00000;216.0;253.0;216.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00000;0.00030;TL;AER-1Y-SP138 - AEROPO-S 
14233;BE3-1Y-SP138;3846    # 01;BERTI3-SP138;206;0;0.00003;0.00010;0.00002;95.0;139.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00009;0.00030;TL;BE3-1Y-SP138 - BERTI3-S 
14233;BE3-1Y-SP138;14234    # 01;BUN-1Y-SP138;206;0;0.01016;0.02663;0.00680;108.0;130.0;108.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03046;0.07989;TL;BE3-1Y-SP138 - BUN-1Y-S 
14234;BUN-1Y-SP138;3056    # 01;BARRAU-SP138;206;0;0.00000;0.00010;0.00000;127.0;127.0;127.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00000;0.00030;TL;BUN-1Y-SP138 - BARRAU-S 
14234;BUN-1Y-SP138;13077    # 01;JUQ-1Y-SP138;206;0;0.00651;0.01708;0.00440;108.0;130.0;108.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01954;0.05125;TL;BUN-1Y-SP138 - JUQ-1Y-S 
14235;MRS-1Y-SP138;730    # 01;SSEBAS-SP138;206;0;0.01712;0.04489;0.01150;96.0;108.0;96.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05135;0.13467;TL;MRS-1Y-SP138 - SSEBAS-S 
14235;MRS-1Y-SP138;3055    # 01;MARESI-SP138;206;0;0.00000;0.00010;0.00000;127.0;127.0;127.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00030;TL;MRS-1Y-SP138 - MARESI-S 
14238;SJU-1Y-SP138;4148    # 01;S.JUANPCH138;211;0;0.00236;0.00609;0.00151;139.0;163.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00708;0.01827;TL;SJU-1Y-SP138 - S.JUANPC 
14238;SJU-1Y-SP138;12033    # 01;CLA-1Y-SP138;211;0;0.00278;0.01175;0.00340;206.0;242.0;206.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00834;0.03524;TL;SJU-1Y-SP138 - CLA-1Y-S 
14243;SAT-1Y-SP138;4243    # 01;ST+YKL-SP138;207;0;0.00141;0.00348;0.00093;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00423;0.01044;TL;SAT-1Y-SP138 - ST+YKL-S 
14243;SAT-1Y-SP138;12224    # 01;PIR-1Y-SP138;207;0;0.00026;0.00140;0.00037;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00079;0.00421;TL;SAT-1Y-SP138 - PIR-1Y-S 
14243;SAT-1Y-SP138;44982    # 01;NZA-1Y-SP138;207;0;0.00594;0.01599;0.00447;249.0;293.0;249.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01782;0.04797;TL;SAT-1Y-SP138 - NZA-1Y-S 
14984;CJB-Y1-SP138;626    # 01;BOTUCA-SP138;207;0;0.08212;0.21246;0.05167;101.0;128.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.24637;0.63738;TL;CJB-Y1-SP138 - BOTUCA-S 
14984;CJB-Y1-SP138;44984    # 01;CJBRAS-SP138;207;0;0.00056;0.00136;0.00032;144.0;168.0;144.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00169;0.00407;TL;CJB-Y1-SP138 - CJBRAS-S 
16580;BRI-1Y-SP138;633    # 01;BARIRI-SP138;209;0;0.00656;0.01696;0.00450;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01970;0.05088;TL;BRI-1Y-SP138 - BARIRI-S 
16584;BRG-1Y-SP138;479    # 01;BAGUAC-SP138;209;0;0.03905;0.10147;0.02730;139.0;163.0;163.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.11714;0.30441;TL;BRG-1Y-SP138 - BAGUAC-S 
16584;BRG-1Y-SP138;6584    # 01;BIRIG3-SP138;209;0;0.00500;0.01200;0.00300;103.0;129.0;144.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01500;0.03600;TL;BRG-1Y-SP138 - BIRIG3-S 
16585;SJN-Y1-SP138;6585    # 01;SJRNOR-SP138;209;0;0.00007;0.00016;0.00004;101.0;144.0;144.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00021;0.00048;TL;SJN-Y1-SP138 - SJRNOR-S 
16600;MC4-1Y-SP138;6601    # 01;MOCOC4-SP138;207;0;0.00400;0.00100;0.00030;103.0;129.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.01200;0.00300;TL;MC4-1Y-SP138 - MOCOC4-S 
16600;MC4-1Y-SP138;7690    # 01;MOCOC5-SP138;207;0;0.02350;0.06250;0.01600;80.0;80.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07050;0.18750;TL;MC4-1Y-SP138 - MOCOC5-S 
16600;MC4-1Y-SP138;11986    # 01;MCC-1Y-SP138;207;0;0.00290;0.00748;0.00200;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00869;0.02245;TL;MC4-1Y-SP138 - MCC-1Y-S 
16825;DEL21Y-SP138;14172    # 01;CED-1Y-SP138;206;0;0.00650;0.00168;0.00042;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01950;0.00503;TL;DEL21Y-SP138 - CED-1Y-S 
17603;CTL-1Y-SP138;12013    # 01;DOW-1Y-SP138;206;0;0.00000;0.00010;0.00000;108.0;130.0;108.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00030;TL;CTL-1Y-SP138 - DOW-1Y-S 
17604;MFD-1Y-SP138;11956    # 01;LUK-1Y-SP138;207;0;0.00049;0.00120;0.00030;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00147;0.00359;TL;MFD-1Y-SP138 - LUK-1Y-S 
17605;LM6-1Y-SP138;3808    # 01;IRACE1-SP138;208;0;0.00885;0.02280;0.00567;95.0;139.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02655;0.06840;TL;LM6-1Y-SP138 - IRACE1-S 
17605;LM6-1Y-SP138;11963    # 01;IRC-1Y-SP138;208;0;0.00165;0.00426;0.00106;95.0;139.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00495;0.01278;TL;LM6-1Y-SP138 - IRC-1Y-S 
17606;TGG-1Y-SP138;17603    # 01;CTL-1Y-SP138;206;0;0.00191;0.00482;0.00120;108.0;130.0;108.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00573;0.01447;TL;TGG-1Y-SP138 - CTL-1Y-S 
17610;GJ4-1Y-SP138;432    # 01;D.RANG-SP138;206;0;0.00038;0.00258;0.00133;412.0;483.0;483.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00114;0.00774;TL;GJ4-1Y-SP138 - D.RANG-S 
17612;CRW-1Y-SP138;591    # 01;CABREU-SP138;207;0;0.00560;0.01445;0.00359;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01680;0.04335;TL;CRW-1Y-SP138 - CABREU-S 
17615;CPK-1Y-SP138;692    # 01;LIME-1-SP138;208;0;0.00039;0.00100;0.00030;80.0;108.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00116;0.00299;TL;CPK-1Y-SP138 - LIME-1-S 
17615;CPK-1Y-SP138;13425    # 01;KAR-1Y-SP138;208;0;0.00253;0.00654;0.00172;80.0;108.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00760;0.01963;TL;CPK-1Y-SP138 - KAR-1Y-S 
17616;JBS-1Y-SP138;543    # 01;3IRMAO-SP138;209;0;0.01517;0.06582;0.01930;196.0;196.0;196.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04551;0.19746;TL;JBS-1Y-SP138 - 3IRMAO-S 
17616;JBS-1Y-SP138;11943    # 01;AND-1Y-SP138;209;0;0.00110;0.00284;0.00070;206.0;242.0;206.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00330;0.00852;TL;JBS-1Y-SP138 - AND-1Y-S 
17617;SIB-1Y-SP138;3858    # 01;JARI---SP138;207;0;0.00006;0.00015;0.00004;95.0;139.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00018;0.00046;TL;SIB-1Y-SP138 - JARI---S 
17617;SIB-1Y-SP138;7617    # 01;SIBELC-SP138;207;0;0.00006;0.00015;0.00004;95.0;139.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00018;0.00046;TL;SIB-1Y-SP138 - SIBELC-S 
17617;SIB-1Y-SP138;11972    # 01;JRN-1Y-SP138;207;0;0.00574;0.01495;0.00386;95.0;139.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01722;0.04485;TL;SIB-1Y-SP138 - JRN-1Y-S 
17618;SAB-1Y-SP088;3868    # 01;IGARA1-SP088;207;0;0.00123;0.00318;0.00013;61.0;89.0;61.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00369;0.00953;TL;SAB-1Y-SP088 - IGARA1-S 
17618;SAB-1Y-SP088;7618    # 01;SAB-IG-SP088;207;0;0.00123;0.00318;0.00013;61.0;89.0;61.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00369;0.00953;TL;SAB-1Y-SP088 - SAB-IG-S 
17618;SAB-1Y-SP088;12021    # 01;IGT-1Y-SP088;207;0;0.01997;0.05153;0.00211;61.0;89.0;61.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05991;0.15459;TL;SAB-1Y-SP088 - IGT-1Y-S 
17625;LE2-1Y-SP138;11974    # 01;CSM-1Y-SP138;208;0;0.00147;0.00623;0.00180;206.0;242.0;206.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00442;0.01868;TL;LE2-1Y-SP138 - CSM-1Y-S 
17632;3L2-1Y-SP138;1945    # 02;ANC-2Y-SP138;209;0;0.00105;0.00271;0.00067;95.0;110.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00315;0.00813;TL;3L2-1Y-SP138 - ANC-2Y-S 
17639;FRC_1Y-SP138;17620    # 01;VO3-1Y-SP138;209;0;0.00490;0.01265;0.00314;80.0;108.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01470;0.03795;TL;FRC_1Y-SP138 - VO3-1Y-S 
17640;CST_1Y-SP138;543    # 01;3IRMAO-SP138;209;0;0.01667;0.06834;0.01998;206.0;242.0;206.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05002;0.20503;TL;CST_1Y-SP138 - 3IRMAO-S 
17640;CST_1Y-SP138;7806    # 01;CASFV--SP138;209;0;0.00305;0.01289;0.00380;206.0;242.0;242.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00916;0.03866;TL;CST_1Y-SP138 - CASFV--S 
17643;JUN_1Y-SP138;460    # 01;RVERME-SP138;210;0;0.01385;0.05846;0.01710;206.0;242.0;206.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04154;0.17537;TL;JUN_1Y-SP138 - RVERME-S 
17644;ZAR_1Y-SP138;45523    # 01;A#ICON-SP138;207;0;0.02758;0.06585;0.01688;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.08274;0.19755;TL;ZAR_1Y-SP138 - A#ICON-S 
17647;RRO_1Y-SP138;17645    # 01;INC_1Y-SP138;208;0;0.00070;0.00181;0.00045;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00210;0.00542;TL;RRO_1Y-SP138 - INC_1Y-S 
17650;VSG-1Y-SP138;701    # 01;RCLAR1-SP138;208;0;0.00028;0.00075;0.00020;206.0;242.0;206.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00085;0.00224;TL;VSG-1Y-SP138 - RCLAR1-S 
17650;VSG-1Y-SP138;7650    # 01;VILLAG-SP138;208;0;0.00000;0.00010;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00030;TL;VSG-1Y-SP138 - VILLAG-S 
17686;GRP2Y1-SP138;7686    # 01;GUARAR-SP138;209;0;0.00241;0.00589;0.00159;144.0;168.0;144.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00723;0.01766;TL;GRP2Y1-SP138 - GUARAR-S 
17686;GRP2Y1-SP138;11646    # 01;IPR-1Y-SP138;209;0;0.01927;0.04523;0.01201;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05780;0.13567;TL;GRP2Y1-SP138 - IPR-1Y-S 
17687;AM7-Y1-SP138;4287    # 03;N.APA1-SP138;207;0;0.00923;0.05382;0.01687;276.0;325.0;276.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02770;0.16146;TL;AM7-Y1-SP138 - N.APA1-S 
17687;AM7-Y1-SP138;7688    # 01;AMER-7-SP138;207;0;0.00008;0.00017;0.00046;144.0;168.0;144.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00023;0.00052;TL;AM7-Y1-SP138 - AMER-7-S 
17687;AM7-Y1-SP138;7803    # 03;AMERI-BIO138;207;0;0.00098;0.00573;0.00179;276.0;325.0;276.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00295;0.01718;TL;AM7-Y1-SP138 - AMERI-BI 
17744;P02-1Y-SP138;7744    # 01;P.PR02-SP138;210;0;0.00000;0.00100;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00300;TL;P02-1Y-SP138 - P.PR02-S 
17744;P02-1Y-SP138;11915    # 01;PP4-1Y-SP138;210;0;0.00620;0.01603;0.00425;80.0;108.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01861;0.04807;TL;P02-1Y-SP138 - PP4-1Y-S 
17773;EQN2TR-RJ138;1669    # 01;CACHAM-RJ138;254;0;0.00184;0.00531;0.03003;172.0;206.0;172.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00553;0.01594;TL;EQN2TR-RJ138 - CACHAM-R 
17800;JB2-Y1-SP138;7800    # 01;JBONI2-SP138;209;0;0.00181;0.00408;0.00109;144.0;168.0;144.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00543;0.01224;TL;JB2-Y1-SP138 - JBONI2-S 
17804;FIG-Y1-SP138;2247    # 01;TREVO--SP138;207;0;0.00157;0.00816;0.00236;188.0;225.0;188.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00470;0.02449;TL;FIG-Y1-SP138 - TREVO--S 
17804;FIG-Y1-SP138;7804    # 01;FIGUEI-SP138;207;0;0.00438;0.00988;0.00265;144.0;168.0;144.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.01313;0.02963;TL;FIG-Y1-SP138 - FIGUEI-S 
19127;EML-1Y-MS138;4302    # 01;TLAG-A-MS138;209;0;0.00028;0.00187;0.00099;412.0;483.0;412.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00083;0.00561;TL;EML-1Y-MS138 - TLAG-A-M 
19127;EML-1Y-MS138;4304    # 01;M.ROND-MS138;209;0;0.00151;0.00932;0.00500;412.0;483.0;412.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00453;0.02796;TL;EML-1Y-MS138 - M.ROND-M 
19518;MCI-1Y-SP088;12008    # 01;AS3-1Y-SP088;210;0;0.05943;0.14693;0.00630;44.0;60.0;44.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.17829;0.44079;TL;MCI-1Y-SP088 - AS3-1Y-S 
20700;ALTACP-PA069;20701    # 01;BELOMT-PA069;845;0;0.22671;0.55441;0.00902;47.0;59.0;47.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.68013;1.66323;TL;ALTACP-PA069 - BELOMT-P 
21392;GLV-2Y-RJ138;1392    # 01;GALVAS-RJ138;255;0;0.00070;0.00179;0.00045;122.0;130.0;122.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00210;0.00537;TL;GLV-2Y-RJ138 - GALVAS-R 
21392;GLV-2Y-RJ138;7470    # 01;PRL2--TAP138;255;0;0.00270;0.00689;0.00174;122.0;130.0;122.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00810;0.02067;TL;GLV-2Y-RJ138 - PRL2--TA 
21394;NIS-2Y-RJ138;1394    # 01;NISSAN-RJ138;255;0;0.00067;0.00171;0.00043;122.0;130.0;122.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00201;0.00513;TL;NIS-2Y-RJ138 - NISSAN-R 
21394;NIS-2Y-RJ138;21395    # 01;VLK-1Y-RJ138;255;0;0.00130;0.00332;0.00084;122.0;130.0;122.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00390;0.00996;TL;NIS-2Y-RJ138 - VLK-1Y-R 
21395;VLK-1Y-RJ138;1395    # 01;VOLKS--RJ138;255;0;0.00110;0.00281;0.00071;122.0;130.0;122.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00330;0.00843;TL;VLK-1Y-RJ138 - VOLKS--R 
21395;VLK-1Y-RJ138;21392    # 01;GLV-2Y-RJ138;255;0;0.00180;0.00459;0.00116;122.0;130.0;122.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00540;0.01377;TL;VLK-1Y-RJ138 - GLV-2Y-R 
21671;UBR-2Y-SP138;497    # 02;CERRAD-SP138;209;0;0.02451;0.11252;0.03290;115.0;159.0;115.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07352;0.33756;TL;UBR-2Y-SP138 - CERRAD-S 
21671;UBR-2Y-SP138;671    # 01;UBARAN-SP138;209;0;0.00000;0.00010;0.00000;9999.0;9999.0;9999.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00000;0.00030;TL;UBR-2Y-SP138 - UBARAN-S 
21679;QAP-2Y-SP138;2182    # 02;QAMPAR-SP138;207;0;0.00005;0.00126;0.00003;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00015;0.00378;TL;QAP-2Y-SP138 - QAMPAR-S 
21679;QAP-2Y-SP138;22009    # 02;STZ-2Y-SP138;207;0;0.03052;0.07882;0.02090;80.0;108.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.09155;0.23645;TL;QAP-2Y-SP138 - STZ-2Y-S 
21680;AMP-2Y-SP138;2336    # 02;AMPAR1-SP138;207;0;0.00050;0.00130;0.00040;101.0;144.0;101.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00150;0.00390;TL;AMP-2Y-SP138 - AMPAR1-S 
21680;AMP-2Y-SP138;21679    # 02;QAP-2Y-SP138;207;0;0.00074;0.00175;0.00050;80.0;108.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00223;0.00524;TL;AMP-2Y-SP138 - QAP-2Y-S 
21712;RDC-2Y-RJ069;1712    # 01;RDC1E2-RJ069;257;0;0.00001;0.00001;0.00000;30.0;30.0;30.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00001;0.00001;SWITCH;RDC-2Y-RJ069 - RDC1E2-R 
21712;RDC-2Y-RJ069;1756    # 01;RDCENT-RJ069;257;0;0.00199;0.00506;0.00008;52.0;52.0;52.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00597;0.01518;TL;RDC-2Y-RJ069 - RDCENT-R 
21712;RDC-2Y-RJ069;13588    # 01;SEC-2Y-RJ069;257;0;0.08353;0.13016;0.00227;30.0;30.0;30.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.25059;0.39048;TL;RDC-2Y-RJ069 - SEC-2Y-R 
21713;RDC-4Y-RJ069;1713    # 01;RDC3E4-RJ069;257;0;0.00001;0.00001;0.00000;30.0;30.0;30.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00001;0.00001;SWITCH;RDC-4Y-RJ069 - RDC3E4-R 
21713;RDC-4Y-RJ069;1715    # 01;ITAMAR-RJ069;257;0;0.02600;0.06606;0.00106;52.0;52.0;52.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.07800;0.19818;TL;RDC-4Y-RJ069 - ITAMAR-R 
21713;RDC-4Y-RJ069;23579    # 01;ITP-4Y-RJ069;257;0;0.07293;0.12720;0.00232;30.0;30.0;30.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.21879;0.38160;TL;RDC-4Y-RJ069 - ITP-4Y-R 
21721;QUA-2Y-RJ069;1721    # 01;QUALIM-RJ069;254;0;0.01193;0.01859;0.00032;43.0;43.0;43.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.03579;0.05577;TL;QUA-2Y-RJ069 - QUALIM-R 
21721;QUA-2Y-RJ069;1723    # 01;ALCANT-RJ069;254;0;0.03246;0.04379;0.00072;30.0;30.0;30.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.09738;0.13137;TL;QUA-2Y-RJ069 - ALCANT-R 
21735;ING-2Y-RJ138;1737    # 01;Z.SUL--RJ138;254;0;0.00191;0.01085;0.00310;213.0;213.0;213.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00573;0.03255;TL;ING-2Y-RJ138 - Z.SUL--R 
21735;ING-2Y-RJ138;3169    # 01;INGA-2-RJ138;254;0;0.00081;0.00458;0.00131;213.0;213.0;213.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00243;0.01374;TL;ING-2Y-RJ138 - INGA-2-R 
21752;FRI-2Y-RJ138;1752    # 01;FRIBUR-RJ138;259;0;0.00001;0.00001;0.00000;122.0;134.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.00001;0.00001;SWITCH;FRI-2Y-RJ138 - FRIBUR-R 
21752;FRI-2Y-RJ138;7378    # 01;CQT-Y--RJ138;259;0;0.01863;0.04812;0.01194;122.0;134.0;122.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.05589;0.14436;TL;FRI-2Y-RJ138 - CQT-Y--R 
21752;FRI-2Y-RJ138;7481    # 01;BALEGR-RJ138;259;0;0.02182;0.05636;0.01399;122.0;134.0;103.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.06546;0.16908;TL;FRI-2Y-RJ138 - BALEGR-R 
21794;CMP-2Y-RJ138;1794    # 01;COMPER-RJ138;256;0;0.00670;0.02370;0.00630;105.0;115.0;105.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Opened;Opened;YES;0.02010;0.07110;TL;CMP-2Y-RJ138 - COMPER-R 
21794;CMP-2Y-RJ138;3395    # 01;VDP2--TAP138;256;0;0.00270;0.01570;0.00448;212.0;212.0;212.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00810;0.04710;TL;CMP-2Y-RJ138 - VDP2--TA 
21797;NUC-2Y-RJ138;1706    # 01;ITATIA-RJ138;255;0;0.00175;0.00444;0.00113;122.0;130.0;122.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00525;0.01332;TL;NUC-2Y-RJ138 - ITATIA-R 
21901;CRD-2Y-SP138;1904    # 01;CARDOS-SP138;209;0;0.00980;0.04670;0.01320;115.0;115.0;115.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.02940;0.14010;TL;CRD-2Y-SP138 - CARDOS-S 
21901;CRD-2Y-SP138;7738    # 02;PEDFV--SP138;209;0;0.00041;0.00174;0.00050;206.0;242.0;242.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00124;0.00523;TL;CRD-2Y-SP138 - PEDFV--S 
21906;FND-2Y-SP138;21979    # 02;VGT-2Y-SP138;209;0;0.02704;0.06984;0.01850;80.0;108.0;80.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.08111;0.20951;TL;FND-2Y-SP138 - VGT-2Y-S 
21906;FND-2Y-SP138;27641    # 02;EOE_Y2-SP138;209;0;0.01382;0.03571;0.01020;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.04144;0.10714;TL;FND-2Y-SP138 - EOE_Y2-S 
21908;MIR-2Y-SP138;21943    # 02;AND-2Y-SP138;209;0;0.04016;0.09428;0.02500;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.12049;0.28285;TL;MIR-2Y-SP138 - AND-2Y-S 
21909;PBT-2Y-SP138;3895    # 01;PBARRE-SP138;209;0;0.00120;0.00310;0.00080;95.0;139.0;95.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.00360;0.00930;TL;PBT-2Y-SP138 - PBARRE-S 
21909;PBT-2Y-SP138;7621    # 02;VPARAN-SP138;209;0;0.03427;0.08539;0.02150;139.0;163.0;139.0;0/ 0;0.0;0.0;0/ 0;0.0;0.0;Closed;Closed;YES;0.10281;0.25617;TL;PBT-2Y-SP138 - VPARAN-S 
