 sep=;
Ctg ID; Bus; Bus Name; Area; Zone; VBase (kV); V BC (pu); V Ctg (pu); VSupE (pu); Diff BC V (pu); Viol (pu); 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8366; SGT1-1-PI000; 771; 1; 991.0; 1.031; 1.062; 1.050; 0.031; 0.012; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.040; 1.050; -0.001; -0.010; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 7272; VPIII--PI000; 772; 1; 991.0; 1.040; 1.039; 1.050; -0.000; -0.011; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.040; 1.050; -0.001; -0.010; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 7272; VPIII--PI000; 772; 1; 991.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
