 sep=;
Ctg ID; Bus; Bus Name; Area; Zone; VBase (kV); V BC (pu); V Ctg (pu); VInfE (pu); Diff BC V (pu); Viol (pu); 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 0.998; 0.950; -0.010; -0.048; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.002; 0.950; -0.002; -0.052; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.001; -0.060; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 7190; GILBU2-PI500; 771; 1; 500.0; 1.028; 1.022; 0.950; -0.006; -0.072; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.004; 0.950; -0.000; -0.054; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.004; 0.950; -0.000; -0.054; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.007; 0.950; -0.001; -0.057; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; 0.000; -0.069; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.003; 0.950; -0.002; -0.053; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.007; 0.950; -0.001; -0.057; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; 0.000; -0.069; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.003; 0.950; -0.002; -0.053; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.004; 0.950; -0.001; -0.054; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.019; 0.950; 0.011; -0.069; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 7190; GILBU2-PI500; 771; 1; 500.0; 1.028; 1.019; 0.950; -0.009; -0.069; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 8188; S.GONC-PI500; 771; 1; 500.0; 1.031; 1.023; 0.950; -0.008; -0.073; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.004; 0.950; -0.000; -0.054; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.006; 0.950; -0.001; -0.056; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.004; 0.950; -0.000; -0.054; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.007; 0.950; -0.001; -0.057; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; 0.000; -0.069; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.002; 0.950; -0.003; -0.052; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.005; 0.950; -0.002; -0.055; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.020; 0.950; 0.000; -0.070; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5506; TSAT2--PI013; 773; 1; 13.8; 0.974; 0.973; 0.900; -0.001; -0.073; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.004; 0.950; -0.001; -0.054; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; 0.000; -0.058; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; 0.000; -0.069; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; 0.000; -0.058; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; 0.000; -0.060; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.000; 0.950; -0.004; -0.050; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.003; 0.950; -0.002; -0.053; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 7190; GILBU2-PI500; 771; 1; 500.0; 1.028; 1.008; 0.950; -0.020; -0.058; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.009; 0.950; -0.002; -0.059; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.009; 0.950; -0.003; -0.059; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.009; 0.950; -0.003; -0.059; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.009; 0.950; -0.003; -0.059; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 8188; S.GONC-PI500; 771; 1; 500.0; 1.031; 1.013; 0.950; -0.019; -0.063; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
